gene	SRR6819014	SRR6819015	SRR6819016	SRR6819017	SRR6819018	SRR6819019	SRR6819020	SRR6819021	SRR6819022	SRR6819023
FUN_006771	9.58759926367555	9.46921427468408	9.59930681954049	9.31734097717532	9.20774840637529	9.39290037844255	9.26929503506988	9.41956319059587	9.3989133315702	9.25201973140244
FUN_006869	7.32829516669349	8.46696027133761	8.16365566682137	8.26354484612432	7.0820395108565	7.08146734037	6.94361979776971	7.43890906838203	7.79679615485699	7.27561912116713
FUN_007146	4.13532469408654	3.97687896466503	5.18551781971723	3.91627507404783	4.31478765036926	4.9947581661113	4.15396449226002	4.41249540481732	4.25888079470402	4.38437146655563
FUN_007573	9.95914182378741	9.85285402029916	8.88933203312186	9.67036018191036	9.59440606909772	9.71790477090202	9.89650085618417	9.78768428051496	9.74997597476923	9.65694450390641
FUN_008023	10.0925373713496	9.77867608042933	10.0553459736245	10.1569015469797	10.3322529479612	10.2981387875182	10.1941865694848	10.4110846914651	10.3005315558225	10.3234097728075
FUN_008250	7.87365838869349	7.78187002308341	7.63610673107266	6.76363223321388	7.66603261614755	7.77481542663847	7.1397187857259	7.15268870087651	7.97902784794091	7.37373704248161
FUN_013349	9.45760900669596	10.3797239804886	10.1532500624329	10.1257964957283	9.15168806897752	8.99857186178923	9.38015315419575	9.00303447918002	9.8384129149562	9.23522731445355
FUN_013383	11.4790956173265	12.0007664970017	11.5279111408246	11.6449840934671	11.1185204229959	11.1357591437009	11.2999489651822	11.0500849357857	11.5016541177789	11.1186759753194
FUN_015344	4.46554803406031	4.31894285291162	0	0	3.57344376720355	3.04733076473122	3.14419592411251	3.26103045098087	3.33233568264059	3.72108493710492
FUN_013542	12.8516021521841	12.7207321526823	13.5902207044756	13.1025532176409	12.3451855261845	12.3698848020164	12.5104283795352	12.3292299237897	12.1559282817988	11.9647648011233
FUN_015461	7.3147057238107	7.11870133563895	6.40752709170141	6.81380038663276	7.28396725344926	7.51309792339459	7.42944884424739	7.16058174341101	7.31161003494289	7.7017242917765
FUN_015775	5.27302751131698	3.76967714624247	3.67774134439085	3.78829565062942	4.26110091817802	5.07470433784958	5.11286388855893	4.51456350417273	5.03357288323122	4.33936655569999
FUN_015794	7.63208350147889	7.80922706768335	7.5479086925553	7.56528551949515	8.04925298165261	8.18370512984675	8.03952575342585	7.69404572529928	7.84882157819694	8.0337879703985
FUN_015898	8.76960468118096	8.59036048579598	9.28149477044757	8.93457446599258	8.85597046973151	8.76550792671293	8.57684148008291	8.790587761011	8.84284133306033	8.72693097578416
FUN_015970	8.07247236394326	8.04035243217989	8.10304711127091	8.10469335626542	8.15238045103962	8.25835887670623	8.21836800668741	8.38508193749372	8.22632540795576	8.29767020390097
FUN_016513	7.83610166199224	7.95719388288165	7.86424183477897	7.92616188884018	7.93818225561082	8.1471909136963	7.7627824314887	7.93857938456344	7.9842061859495	8.03731483520539
FUN_016628	8.10441577880081	7.50070053976838	7.71922208556834	7.87194222009771	7.78493166041393	7.94932012167494	8.08189109745892	7.89666213823588	7.64158631620643	7.83738435269549
FUN_016698	7.99790375420978	8.11897774436523	8.41702619801121	8.39568885841159	8.84003837138446	8.81581197804965	8.60201325171622	8.91944613862428	9.0643774064498	8.69379250378678
FUN_017973	6.4657659986022	6.02787918305926	5.37970217501006	5.9954775909484	6.20353677162308	6.52097419469917	6.24885303857306	6.17063047590155	6.46098900424651	6.43148236195264
FUN_018071	7.20112024424915	7.09666652358521	5.96824994890392	7.04139514833599	7.32379104729019	7.31336487964287	7.28149487491803	7.65546590101019	7.164270306966	7.48122645159121
FUN_018662	7.79754105426382	7.99937224352911	8.1833056033441	7.97106726017154	7.62411759744769	8.07126727068066	7.61399405931347	7.44538492183822	7.3760619344713	7.7455041852164
FUN_018755	7.88289677030693	8.23447622180153	7.60730235651057	7.95625356470741	7.97199278450806	7.99626646675726	8.0456546473427	7.90608289831914	7.80852057440783	7.76690580238166
